"Дата"	"Сумма"	"Валюта"	"Счет"	"Статья"	"Группа статей"	"Комментарий"
"2025.08.25"	-1400		"Мои деньги"	"Еда"	""	""
"2025.08.25"	-2180		"Мои деньги"	"Продукты"	""	""
"2025.08.25"	-350		"Мои деньги"	"Продукты"	""	""
"2025.08.25"	-1500		"Мои деньги"	"Спорт"	""	"Падел турнир"
"2025.08.25"	-1680		"Мои деньги"	"Еда"	""	""
"2025.08.24"	-1418		"Мои деньги"	"Еда"	""	""
"2025.08.24"	-3700		"Мои деньги"	"Спорт"	""	"Тренировка падел"
"2025.08.23"	-5000		"Мои деньги"	"Досуг"	""	"Встреча с Яндекс выпускниками"
"2025.08.22"	-600		"Мои деньги"	"Досуг"	""	""
"2025.08.22"	-27532		"Мои деньги"	"Спорт"	""	"Падел одежда"
"2025.08.22"	-1344		"Мои деньги"	"Еда"	""	""
"2025.08.21"	-1250		"Мои деньги"	"Еда"	""	""
"2025.08.21"	-2000		"Мои деньги"	"Спорт"	""	"Падел корт"
"2025.08.21"	-1312		"Мои деньги"	"Еда"	""	""
"2025.08.20"	-300		"Мои деньги"	"Продукты"	""	""
"2025.08.20"	-3080		"Мои деньги"	"Продукты"	""	""
"2025.08.20"	-1177		"Мои деньги"	"Еда"	""	""
"2025.08.19"	-1187		"Мои деньги"	"Еда"	""	""
"2025.08.18"	-52900		"Мои деньги"	"Спорт"	""	"Падел снаряжение"
"2025.08.18"	-583		"Мои деньги"	"Спорт"	""	"Сервисный сбор турнир падел"
"2025.08.18"	-500		"Мои деньги"	"Продукты"	""	""
"2025.08.18"	-4029		"Мои деньги"	"Еда"	""	""
"2025.08.17"	-3420		"Мои деньги"	"Досуг"	""	"Кафетерия"
"2025.08.17"	-5000		"Мои деньги"	"Спорт"	""	"Тренировка падел"
"2025.08.17"	-500		"Мои деньги"	"Продукты"	""	""
"2025.08.17"	-4000		"Мои деньги"	"Еда"	""	""
"2025.08.17"	-3000		"Мои деньги"	"Еда"	""	""
"2025.08.17"	-1100		"Мои деньги"	"Транспорт"	""	""
"2025.08.15"	-1730		"Мои деньги"	"Продукты"	""	""
"2025.08.15"	-1407		"Мои деньги"	"Еда"	""	""
"2025.08.14"	-798		"Мои деньги"	"Еда"	""	""
"2025.08.14"	-50498		"Мои деньги"	"Подарки"	""	"Ноутбук маме"
"2025.08.13"	-2500		"Мои деньги"	"Продукты"	""	""
"2025.08.13"	-2600		"Мои деньги"	"Красота"	""	"Volumizer"
"2025.08.13"	-9170		"Мои деньги"	"Коммуналка"	""	""
"2025.08.12"	-3070		"Мои деньги"	"Продукты"	""	""
"2025.08.12"	-830		"Мои деньги"	"Продукты"	""	""
"2025.08.12"	-1523		"Мои деньги"	"Еда"	""	""
"2025.08.11"	-11790		"Мои деньги"	"Коммуналка"	""	""
"2025.08.11"	-75546		"Мои деньги"	"Жилье"	""	""
"2025.08.11"	-640		"Мои деньги"	"Гос услуги"	""	"Нотариус"
"2025.08.11"	-16870		"Мои деньги"	"Здоровье"	""	"Спорт пит"
"2025.08.11"	-1376		"Мои деньги"	"Еда"	""	""
"2025.08.11"	-500		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.08.11"	-30		"Мои деньги"	"Гос услуги"	""	"Печать"
"2025.08.10"	-890		"Мои деньги"	"Еда"	""	""
"2025.08.10"	-3555		"Мои деньги"	"Досуг"	""	"Настя кафе"
"2025.08.09"	-5200		"Мои деньги"	"Досуг"	""	"Картинг"
"2025.08.09"	-3800		"Мои деньги"	"Досуг"	""	""
"2025.08.09"	-3606		"Мои деньги"	"Связь и подписки"	""	"Етель"
"2025.08.08"	-1260		"Мои деньги"	"Еда"	""	""
"2025.08.07"	-4245		"Мои деньги"	"🔞"	""	""
"2025.08.07"	-1249		"Мои деньги"	"Еда"	""	""
"2025.08.07"	-1344		"Мои деньги"	"Еда"	""	""
"2025.08.06"	-1870		"Мои деньги"	"Продукты"	""	""
"2025.08.06"	-365		"Мои деньги"	"Досуг"	""	""
"2025.08.06"	-1200		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.08.05"	-1344		"Мои деньги"	"Еда"	""	""
"2025.08.04"	-2540		"Мои деньги"	"Продукты"	""	""
"2025.08.04"	-550		"Мои деньги"	"Продукты"	""	""
"2025.08.03"	-2300		"Мои деньги"	"Еда"	""	""
"2025.08.03"	-1000		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.08.02"	-495		"Мои деньги"	"Транспорт"	""	""
"2025.08.02"	-350		"Мои деньги"	"Досуг"	""	""
"2025.08.02"	-1000		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.08.02"	-311		"Мои деньги"	"Транспорт"	""	""
"2025.08.02"	-9705		"Мои деньги"	"Досуг"	""	""
"2025.08.02"	-16326		"Мои деньги"	"Досуг"	""	""
"2025.08.01"	-1344		"Мои деньги"	"Продукты"	""	""
"2025.07.31"	-2140		"Мои деньги"	"Продукты"	""	""
"2025.07.31"	-5270		"Мои деньги"	"Продукты"	""	""
"2025.07.31"	-1376		"Мои деньги"	"Еда"	""	""
"2025.07.30"	-4641		"Мои деньги"	"Коммуналка"	""	""
"2025.07.30"	-1229		"Мои деньги"	"Еда"	""	""
"2025.07.30"	-2328		"Мои деньги"	"Продукты"	""	""
"2025.07.29"	-1425		"Мои деньги"	"Еда"	""	""
"2025.07.28"	-1239		"Мои деньги"	"Еда"	""	""
"2025.07.28"	-775		"Мои деньги"	"Здоровье"	""	""
"2025.07.28"	-1424		"Мои деньги"	"Еда"	""	""
"2025.07.28"	-3716		"Мои деньги"	"Досуг"	""	""
"2025.07.27"	-4132		"Мои деньги"	"Продукты"	""	""
"2025.07.27"	-880		"Мои деньги"	"Продукты"	""	""
"2025.07.27"	-500		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.07.27"	-2400		"Мои деньги"	"Красота"	""	"Барбер"
"2025.07.27"	-1837		"Мои деньги"	"Еда"	""	""
"2025.07.27"	-800		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.26"	-1600		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.26"	-311		"Мои деньги"	"Транспорт"	""	""
"2025.07.26"	-460		"Мои деньги"	"Продукты"	""	""
"2025.07.26"	-200		"Мои деньги"	"Досуг"	""	""
"2025.07.26"	-800		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.26"	-362		"Мои деньги"	"Транспорт"	""	""
"2025.07.26"	-2205		"Мои деньги"	"Еда"	""	""
"2025.07.25"	-9143		"Мои деньги"	"Досуг"	""	"Игра"
"2025.07.25"	-3660		"Мои деньги"	"Коммуналка"	""	""
"2025.07.24"	-1600		"Мои деньги"	"🔞"	""	"Дейтинг тиндер"
"2025.07.24"	-6984		"Мои деньги"	"🔞"	""	"Секс-шоп"
"2025.07.24"	-1425		"Мои деньги"	"Еда"	""	""
"2025.07.23"	-280		"Мои деньги"	"Продукты"	""	""
"2025.07.23"	-3650		"Мои деньги"	"Продукты"	""	""
"2025.07.22"	-642		"Мои деньги"	"Связь и подписки"	""	"МТС"
"2025.07.21"	-290		"Мои деньги"	"Продукты"	""	""
"2025.07.21"	-1770		"Мои деньги"	"Продукты"	""	""
"2025.07.20"	-1290		"Мои деньги"	"Здоровье"	""	""
"2025.07.19"	-4460		"Мои деньги"	"Продукты"	""	""
"2025.07.19"	-87606		"Мои деньги"	"Жилье"	""	""
"2025.07.18"	-6820		"Мои деньги"	"Дом"	""	"DM"
"2025.07.18"	-15515		"Мои деньги"	"Здоровье"	""	"Витамины"
"2025.07.18"	-1491		"Мои деньги"	"Еда"	""	""
"2025.07.18"	-11050		"Мои деньги"	"Коммуналка"	""	""
"2025.07.18"	-290		"Мои деньги"	"Продукты"	""	""
"2025.07.17"	-1827		"Мои деньги"	"Еда"	""	""
"2025.07.16"	-290		"Мои деньги"	"Продукты"	""	""
"2025.07.16"	-1229		"Мои деньги"	"Еда"	""	""
"2025.07.15"	-1930		"Мои деньги"	"Продукты"	""	""
"2025.07.15"	-1000		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.15"	-1292		"Мои деньги"	"Еда"	""	""
"2025.07.15"	-1152		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.14"	-1072		"Мои деньги"	"Еда"	""	""
"2025.07.14"	-3061		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.14"	-1039		"Мои деньги"	"Еда"	""	""
"2025.07.13"	-1205		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.12"	-88		"Мои деньги"	"Продукты"	""	""
"2025.07.12"	-1160		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.12"	-3000		"Мои деньги"	"Досуг"	""	""
"2025.07.12"	-123		"Мои деньги"	"Продукты"	""	""
"2025.07.11"	-628		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.11"	-470		"Мои деньги"	"Транспорт"	""	""
"2025.07.11"	-731		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.10"	-2400		"Мои деньги"	"Досуг"	""	""
"2025.07.10"	-1400		"Мои деньги"	"Еда"	""	""
"2025.07.10"	-2767		"Мои деньги"	"Еда"	""	""
"2025.07.10"	-1880		"Мои деньги"	"Еда"	""	""
"2025.07.09"	-289		"Мои деньги"	"Продукты"	""	""
"2025.07.08"	-550		"Мои деньги"	"Чаевые"	""	"Ресторан"
"2025.07.08"	-5620		"Мои деньги"	"Еда"	""	""
"2025.07.08"	-1198		"Мои деньги"	"Транспорт"	""	""
"2025.07.08"	-900		"Мои деньги"	"Досуг"	""	""
"2025.07.08"	-855		"Мои деньги"	"Досуг"	""	""
"2025.07.08"	-999		"Мои деньги"	"Связь и подписки"	""	"Yettel"
"2025.07.08"	-2395		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.08"	-4403		"Мои деньги"	"Продукты"	""	""
"2025.07.08"	-1230		"Мои деньги"	"Еда"	""	""
"2025.07.08"	-1806		"Мои деньги"	"Еда"	""	""
"2025.07.08"	-3400		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.07.06"	-5540		"Мои деньги"	"Досуг"	""	"Говно ресторан -"
"2025.07.06"	-29200		"Мои деньги"	"Досуг"	""	"Секс без секса уебище и позорище ебанное, позор пидорский, может тебе в заднеприводные податься жалкий уебан блядский 🥴"
"2025.07.06"	-2640		"Мои деньги"	"Досуг"	""	""
"2025.07.05"	-210		"Мои деньги"	"Досуг"	""	""
"2025.07.04"	-210		"Мои деньги"	"Досуг"	""	""
"2025.07.04"	-1424		"Мои деньги"	"Еда"	""	""
"2025.07.02"	-3292		"Мои деньги"	"Продукты"	""	""
"2025.07.02"	-1491		"Мои деньги"	"Еда"	""	""
"2025.07.02"	-11223		"Мои деньги"	"Досуг"	""	"Exit"
"2025.07.01"	-1491		"Мои деньги"	"Еда"	""	""
"2025.06.30"	-1425		"Мои деньги"	"Еда"	""	""
"2025.06.30"	-3206		"Мои деньги"	"Продукты"	""	""
"2025.06.29"	-5000		"Мои деньги"	"Подарки"	""	"Лампа папа"
"2025.06.29"	-12758		"Мои деньги"	"Подарки"	""	"Мама"
"2025.06.28"	-7912		"Мои деньги"	"Еда"	""	""
"2025.06.27"	-1425		"Мои деньги"	"Еда"	""	""
"2025.06.25"	-3273		"Мои деньги"	"Продукты"	""	""
"2025.06.25"	-1424		"Мои деньги"	"Еда"	""	""
"2025.06.25"	-2493		"Мои деньги"	"Здоровье"	""	"Крем после бритья cerave"
"2025.06.23"	-663		"Мои деньги"	"Продукты"	""	""
"2025.06.23"	-1424		"Мои деньги"	"Еда"	""	""
"2025.06.23"	-600		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.06.23"	-2400		"Мои деньги"	"Красота"	""	"Барбер"
"2025.06.23"	-1929		"Мои деньги"	"Продукты"	""	""
"2025.06.22"	-1350		"Мои деньги"	"Еда"	""	""
"2025.06.20"	-2404		"Мои деньги"	"Продукты"	""	""
"2025.06.19"	-810		"Мои деньги"	"Еда"	""	""
"2025.06.19"	-14980		"Мои деньги"	"Здоровье"	""	"Спорт пит протеин креатин"
"2025.06.19"	-4560		"Мои деньги"	"Продукты"	""	""
"2025.06.18"	-75979		"Мои деньги"	"Жилье"	""	""
"2025.06.18"	-548		"Мои деньги"	"Продукты"	""	""
"2025.06.18"	-25700		"Мои деньги"	"Коммуналка"	""	""
"2025.06.17"	-953		"Мои деньги"	"Продукты"	""	""
"2025.06.16"	-1690		"Мои деньги"	"Продукты"	""	""
"2025.06.15"	-3222		"Мои деньги"	"Еда"	""	""
"2025.06.15"	-2453		"Мои деньги"	"Еда"	""	""
"2025.06.12"	-5083		"Мои деньги"	"Продукты"	""	""
"2025.06.12"	-1610		"Мои деньги"	"Еда"	""	""
"2025.06.09"	-1424		"Мои деньги"	"Еда"	""	""
"2025.06.08"	-3593		"Мои деньги"	"Продукты"	""	""
"2025.06.06"	-41977		"Мои деньги"	"Техника"	""	"Braun электробритва"
"2025.06.06"	-2380		"Мои деньги"	"Еда"	""	""
"2025.06.05"	-999		"Мои деньги"	"Связь и подписки"	""	"Етель"
"2025.06.05"	-715		"Мои деньги"	"Еда"	""	""
"2025.06.05"	-1980		"Мои деньги"	"Еда"	""	""
"2025.06.04"	-1200		"Мои деньги"	"Досуг"	""	""
"2025.06.03"	-2700		"Мои деньги"	"Красота"	""	""
"2025.06.03"	-1656		"Мои деньги"	"Еда"	""	""
"2025.06.03"	-810		"Мои деньги"	"Еда"	""	""
"2025.06.01"	-35000		"Мои деньги"	"Досуг"	""	""
"2025.06.01"	-2988		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.05.31"	-4500		"Мои деньги"	"Еда"	""	""
"2025.05.31"	-1050		"Мои деньги"	"Досуг"	""	""
"2025.05.30"	-700		"Мои деньги"	"Еда"	""	""
"2025.05.30"	-1300		"Мои деньги"	"Еда"	""	""
"2025.05.30"	-2100		"Мои деньги"	"Транспорт"	""	""
"2025.05.30"	-6000		"Мои деньги"	"Одежда"	""	""
"2025.05.29"	-2333		"Мои деньги"	"Еда"	""	""
"2025.05.28"	-1000		"Мои деньги"	"Транспорт"	""	""
"2025.05.28"	-1034		"Мои деньги"	"Транспорт"	""	""
"2025.05.28"	-2500		"Мои деньги"	"Транспорт"	""	""
"2025.05.28"	-2600		"Мои деньги"	"Еда"	""	""
"2025.05.28"	-1520		"Мои деньги"	"Еда"	""	""
"2025.05.28"	-3192		"Мои деньги"	"Подарки"	""	""
"2025.05.28"	-3400		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.05.28"	-21000		"Мои деньги"	"Досуг"	""	""
"2025.05.27"	-3700		"Мои деньги"	"Еда"	""	""
"2025.05.27"	-4300		"Мои деньги"	"Подарки"	""	""
"2025.05.27"	-2961		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.05.26"	-3700		"Мои деньги"	"Досуг"	""	""
"2025.05.26"	-2930		"Мои деньги"	"Еда"	""	""
"2025.05.26"	-1999		"Мои деньги"	"Досуг"	""	""
"2025.05.26"	-8570		"Мои деньги"	"Коммуналка"	""	""
"2025.05.25"	-2112		"Мои деньги"	"Продукты"	""	""
"2025.05.25"	-2380		"Мои деньги"	"Еда"	""	""
"2025.05.25"	-1870		"Мои деньги"	"Еда"	""	""
"2025.05.25"	-770		"Мои деньги"	"Досуг"	""	""
"2025.05.25"	-2391		"Мои деньги"	"Здоровье"	""	""
"2025.05.25"	-3076		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.05.24"	-3929		"Мои деньги"	"Продукты"	""	""
"2025.05.24"	-1070		"Мои деньги"	"Еда"	""	""
"2025.05.24"	-17385		"Мои деньги"	"Здоровье"	""	"Лекарства озон"
"2025.05.24"	-2787		"Мои деньги"	"Продукты"	""	""
"2025.05.22"	-7195		"Мои деньги"	"Дом"	""	"Икея"
"2025.05.22"	-750		"Мои деньги"	"Еда"	""	""
"2025.05.22"	-1198		"Мои деньги"	"Дом"	""	"Строительный"
"2025.05.21"	-1785		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.20"	-400		"Мои деньги"	"Связь и подписки"	""	"МТС"
"2025.05.20"	-1344		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.20"	-1582		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.19"	-2163		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.18"	-6600		"Мои деньги"	"Дом"	""	"Zara home"
"2025.05.18"	-3693		"Мои деньги"	"Красота"	""	"DM"
"2025.05.18"	-3700		"Мои деньги"	"Досуг"	""	"Ресторан"
"2025.05.18"	-1994		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.18"	-2079		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.18"	-852		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.16"	-311		"Мои деньги"	"Транспорт"	""	""
"2025.05.16"	-4200		"Мои деньги"	"Досуг"	""	""
"2025.05.16"	-441		"Мои деньги"	"Досуг"	""	""
"2025.05.16"	-495		"Мои деньги"	"Транспорт"	""	""
"2025.05.16"	-280		"Мои деньги"	"Еда"	""	"Кофе"
"2025.05.16"	-1418		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.14"	-1292		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.14"	-8710		"Мои деньги"	"Коммуналка"	""	"Информатика"
"2025.05.14"	-280		"Мои деньги"	"Еда"	""	"Кофе"
"2025.05.13"	-4155		"Мои деньги"	"Продукты"	""	""
"2025.05.13"	-76358		"Мои деньги"	"Жилье"	""	""
"2025.05.13"	-1540		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.12"	-1383		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.11"	-1628		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.11"	-2142		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.10"	-4690		"Мои деньги"	"Досуг"	""	""
"2025.05.10"	-3300		"Мои деньги"	"Досуг"	""	""
"2025.05.10"	-165		"Мои деньги"	"Досуг"	""	""
"2025.05.10"	-1080		"Мои деньги"	"Еда"	""	"Кофе"
"2025.05.08"	-2133		"Мои деньги"	"Продукты"	""	""
"2025.05.06"	-1947		"Мои деньги"	"Продукты"	""	""
"2025.05.06"	-560		"Мои деньги"	"Еда"	""	"Кофе"
"2025.05.06"	-999		"Мои деньги"	"Связь и подписки"	""	"Етель"
"2025.05.05"	-6680		"Мои деньги"	"Здоровье"	""	"Спорт пит"
"2025.05.05"	-600		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.05.05"	-3400		"Мои деньги"	"Красота"	""	"Барбер"
"2025.05.05"	-631		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.04"	-4789		"Мои деньги"	"Продукты"	""	""
"2025.05.04"	-5427		"Мои деньги"	"Продукты"	""	""
"2025.05.03"	-1138		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.02"	-750		"Мои деньги"	"Досуг"	""	""
"2025.05.02"	-5173		"Мои деньги"	"Продукты"	""	""
"2025.05.02"	-1202		"Мои деньги"	"Еда"	""	"Доставка"
"2025.05.01"	-399		"Мои деньги"	"Связь и подписки"	""	"Вольт"
"2025.05.01"	-1157		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.30"	-1934		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.30"	-1530		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.29"	-1214		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.28"	-2303		"Мои деньги"	"Продукты"	""	""
"2025.04.28"	-3500		"Мои деньги"	"Здоровье"	""	"Массаж"
"2025.04.28"	-500		"Мои деньги"	"Чаевые"	""	"Такси"
"2025.04.28"	-1015		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.04.28"	-3950		"Мои деньги"	"Коммуналка"	""	""
"2025.04.27"	-3500		"Мои деньги"	"Здоровье"	""	"Мануальная терапия"
"2025.04.27"	-1807		"Мои деньги"	"Продукты"	""	""
"2025.04.26"	-1870		"Мои деньги"	"Продукты"	""	""
"2025.04.26"	-4430		"Мои деньги"	"Досуг"	""	"Поперечный стендап"
"2025.04.26"	-500		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.25"	-500		"Мои деньги"	"Чаевые"	""	"Стоматолог"
"2025.04.25"	-5000		"Мои деньги"	"Здоровье"	""	"Чистка"
"2025.04.25"	-6463		"Мои деньги"	"Красота"	""	"DM"
"2025.04.25"	-1463		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.24"	-3010		"Мои деньги"	"Продукты"	""	""
"2025.04.24"	-1156		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.23"	-1156		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.23"	-1650		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.22"	-3513		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.22"	-3000		"Мои деньги"	"Продукты"	""	""
"2025.04.22"	-1350		"Мои деньги"	"Еда"	""	""
"2025.04.21"	-300		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.04.21"	-1700		"Мои деньги"	"Красота"	""	"Барбер"
"2025.04.19"	-76192		"Мои деньги"	"Жилье"	""	"Квартира аренда"
"2025.04.19"	-2217		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.19"	-5154		"Мои деньги"	"Продукты"	""	""
"2025.04.18"	-1394		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.17"	-1271		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.16"	-1365		"Мои деньги"	"Продукты"	""	""
"2025.04.15"	-999		"Мои деньги"	"Связь и подписки"	""	"Етель"
"2025.04.15"	-1156		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.14"	-100		"Мои деньги"	"Продукты"	""	""
"2025.04.14"	-2590		"Мои деньги"	"Продукты"	""	""
"2025.04.13"	-100		"Мои деньги"	"Чаевые"	""	"Арена"
"2025.04.13"	-560		"Мои деньги"	"Досуг"	""	"Арена"
"2025.04.13"	-5200		"Мои деньги"	"Досуг"	""	"1."
"2025.04.13"	-1517		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.11"	-26497		"Мои деньги"	"Досуг"	""	"1."
"2025.04.11"	-470		"Мои деньги"	"Транспорт"	""	""
"2025.04.11"	-2692		"Мои деньги"	"Продукты"	""	""
"2025.04.11"	-360		"Мои деньги"	"Еда"	""	"Кофе"
"2025.04.10"	-2291		"Мои деньги"	"Продукты"	""	""
"2025.04.08"	-8345		"Мои деньги"	"Продукты"	""	""
"2025.04.08"	-360		"Мои деньги"	"Еда"	""	"Кофе"
"2025.04.07"	-500		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.04.07"	-3400		"Мои деньги"	"Красота"	""	"Барбер"
"2025.04.07"	-360		"Мои деньги"	"Еда"	""	"Кофе"
"2025.04.07"	-1127		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.06"	-1241		"Мои деньги"	"Еда"	""	"Доставка"
"2025.04.06"	-4365		"Мои деньги"	"Досуг"	""	"Стендап Поперечный 
"
"2025.04.05"	-520		"Мои деньги"	"Продукты"	""	""
"2025.04.05"	-25000		"Мои деньги"	"Отпуск|путешествия"	""	""
"2025.04.05"	-445		"Мои деньги"	"Транспорт"	""	""
"2025.04.03"	-1289		"Мои деньги"	"Продукты"	""	""
"2025.04.01"	-640		"Мои деньги"	"Еда"	""	""
"2025.04.01"	-11000		"Мои деньги"	"Подарки"	""	"Ксюша сестра"
"2025.04.01"	-6637		"Мои деньги"	"Продукты"	""	""
"2025.04.01"	-820		"Мои деньги"	"Продукты"	""	""
"2025.03.29"	-1467		"Мои деньги"	"Еда"	""	"Доставка"
"2025.03.29"	-4800		"Мои деньги"	"Досуг"	""	"1."
"2025.03.29"	-495		"Мои деньги"	"Транспорт"	""	""
"2025.03.29"	-490		"Мои деньги"	"Досуг"	""	""
"2025.03.29"	-362		"Мои деньги"	"Транспорт"	""	"Поезд"
"2025.03.28"	-16219		"Мои деньги"	"Одежда"	""	"Кроссовки"
"2025.03.28"	-260		"Мои деньги"	"Продукты"	""	""
"2025.03.28"	-6133		"Мои деньги"	"Продукты"	""	""
"2025.03.28"	-770		"Мои деньги"	"Еда"	""	""
"2025.03.28"	-12922		"Мои деньги"	"Подарки"	""	"Маме"
"2025.03.28"	-12195		"Мои деньги"	"Дом"	""	"Икея"
"2025.03.24"	-200		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.03.24"	-1300		"Мои деньги"	"Красота"	""	"Борода коррекция"
"2025.03.24"	-10900		"Мои деньги"	"Красота"	""	"Depot"
"2025.03.24"	-1158		"Мои деньги"	"Еда"	""	"Доставка"
"2025.03.22"	-1100		"Мои деньги"	"Досуг"	""	"Ltd"
"2025.03.22"	-7000		"Мои деньги"	"Продукты"	""	""
"2025.03.21"	-1288		"Мои деньги"	"Еда"	""	"Доставка"
"2025.03.20"	-75541		"Мои деньги"	"Жилье"	""	""
"2025.03.19"	-1542		"Мои деньги"	"Продукты"	""	""
"2025.03.19"	-904		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.03.18"	-3985		"Мои деньги"	"Продукты"	""	""
"2025.03.17"	-1410		"Мои деньги"	"Продукты"	""	""
"2025.03.16"	-12279		"Мои деньги"	"Дом"	""	"Икея"
"2025.03.15"	-4164		"Мои деньги"	"Одежда"	""	""
"2025.03.15"	-3760		"Мои деньги"	"Одежда"	""	""
