"Дата"	"Сумма"	"Валюта"	"Счет"	"Статья"	"Группа статей"	"Комментарий"
"2025.03.15"	-172		"Мои деньги"	"Продукты"	""	""
"2025.03.15"	-3873		"Мои деньги"	"Продукты"	""	""
"2025.03.13"	-16500		"Мои деньги"	"Техника"	""	"Колонки"
"2025.03.13"	-1765		"Мои деньги"	"Продукты"	""	""
"2025.03.12"	-904		"Мои деньги"	"Еда"	""	"Доставка"
"2025.03.10"	-280		"Мои деньги"	"Еда"	""	"Кофе"
"2025.03.10"	-500		"Мои деньги"	"Чаевые"	""	"Стрижка"
"2025.03.10"	-2900		"Мои деньги"	"Красота"	""	"Стрижка"
"2025.03.10"	-12780		"Мои деньги"	"Коммуналка"	""	"Коммуналка"
"2025.03.09"	-37479		"Мои деньги"	"Техника"	""	"Apple keyboard and apple trackpad"
"2025.03.09"	-6035		"Мои деньги"	"Продукты"	""	""
"2025.03.08"	-1288		"Мои деньги"	"Еда"	""	""
"2025.03.07"	-5058		"Мои деньги"	"Продукты"	""	""
"2025.03.06"	-999		"Мои деньги"	"Связь и подписки"	""	"Yettel"
"2025.03.05"	-611		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.03.05"	-500		"Мои деньги"	"Чаевые"	""	"Stories"
"2025.03.05"	-3260		"Мои деньги"	"Еда"	""	"Stories"
"2025.03.04"	-1389		"Мои деньги"	"Продукты"	""	""
"2025.03.04"	-2446		"Мои деньги"	"Еда"	""	"KFC"
"2025.03.03"	-280		"Мои деньги"	"Связь и подписки"	""	"Альта"
"2025.03.02"	-350		"Мои деньги"	"Связь и подписки"	""	"Райф"
"2025.03.02"	-1059		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.03.02"	-325		"Мои деньги"	"Досуг"	""	""
"2025.03.01"	-850		"Мои деньги"	"Досуг"	""	""
"2025.03.01"	-1100		"Мои деньги"	"Продукты"	""	""
"2025.02.28"	-12702		"Мои деньги"	"Подарки"	""	"Мама"
"2025.02.27"	-6205		"Мои деньги"	"Продукты"	""	""
"2025.02.26"	-4224		"Мои деньги"	"Дом"	""	"Сковородка Tefal"
"2025.02.26"	-5300		"Мои деньги"	"Дом"	""	"Zara Home"
"2025.02.26"	-2275		"Мои деньги"	"Красота"	""	"DM"
"2025.02.26"	-9000		"Мои деньги"	"Здоровье"	""	"Уролог осмотр"
"2025.02.25"	-1178		"Мои деньги"	"Продукты"	""	""
"2025.02.24"	-1520		"Мои деньги"	"Продукты"	""	"Вода"
"2025.02.24"	-200		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.02.24"	-1300		"Мои деньги"	"Красота"	""	"Барбер"
"2025.02.23"	-1263		"Мои деньги"	"🔞"	""	"Подписка ВК знакомства"
"2025.02.22"	-1397		"Мои деньги"	"Продукты"	""	""
"2025.02.22"	-20705		"Мои деньги"	"Дом"	""	"Икея"
"2025.02.21"	-3411		"Мои деньги"	"Продукты"	""	""
"2025.02.21"	-1144		"Мои деньги"	"Еда"	""	"Доставка"
"2025.02.21"	-250		"Мои деньги"	"Еда"	""	"Кофе"
"2025.02.20"	-643		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.02.20"	-76455		"Мои деньги"	"Жилье"	""	""
"2025.02.20"	-6150		"Мои деньги"	"Продукты"	""	""
"2025.02.20"	-10999		"Мои деньги"	"Техника"	""	"Микроволновка"
"2025.02.20"	-1092		"Мои деньги"	"Еда"	""	"Доставка"
"2025.02.20"	-350		"Мои деньги"	"Еда"	""	"Кофе"
"2025.02.20"	-1019		"Мои деньги"	"Еда"	""	"Доставка"
"2025.02.20"	-630		"Мои деньги"	"Связь и подписки"	""	"МТС"
"2025.02.19"	-1855		"Мои деньги"	"Еда"	""	"Доставка"
"2025.02.19"	-1239		"Мои деньги"	"Еда"	""	"Доставка"
"2025.02.18"	-1018		"Мои деньги"	"Еда"	""	"Доставка"
"2025.02.18"	-1040		"Мои деньги"	"Еда"	""	"Доставка"
"2025.02.17"	-1155		"Мои деньги"	"Еда"	""	"Moba"
"2025.02.17"	-929		"Мои деньги"	"Еда"	""	"KFC"
"2025.02.16"	-714		"Мои деньги"	"Еда"	""	"Шаурма"
"2025.02.16"	-21998		"Мои деньги"	"Техника"	""	"Пылесос, бритва для катушек"
"2025.02.16"	-3101		"Мои деньги"	"Дом"	""	"Бытовые расходники"
"2025.02.16"	-250		"Мои деньги"	"Еда"	""	"Кофе"
"2025.02.16"	-934		"Мои деньги"	"Еда"	""	"Avacado"
"2025.02.15"	-22863		"Мои деньги"	"Дом"	""	"Икея"
"2025.02.15"	-1155		"Мои деньги"	"Еда"	""	"Поке"
"2025.02.15"	-7646		"Мои деньги"	"Коммуналка"	""	"Газ"
"2025.02.14"	-1200		"Мои деньги"	"Досуг"	""	"Арена"
"2025.02.14"	-1000		"Мои деньги"	"Досуг"	""	"1."
"2025.02.14"	-822		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.02.14"	-800		"Мои деньги"	"Чаевые"	""	"Арена"
"2025.02.14"	-3093		"Мои деньги"	"Коммуналка"	""	"Информатика"
"2025.02.13"	-76060		"Мои деньги"	"Жилье"	""	"Выкуп залога"
"2025.02.13"	-11701		"Мои деньги"	"Техника"	""	"Очиститель воздуха"
"2025.02.13"	-3760		"Мои деньги"	"Транспорт"	""	""
"2025.02.13"	-620		"Мои деньги"	"Еда"	""	"Мак"
"2025.02.13"	-1620		"Мои деньги"	"Еда"	""	"KFC"
"2025.02.12"	-2957		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2025.02.10"	-500		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.02.10"	-4000		"Мои деньги"	"Красота"	""	"Барбер"
"2025.02.09"	-2100		"Мои деньги"	"Еда"	""	""
"2025.02.09"	-490		"Мои деньги"	"Досуг"	""	""
"2025.02.07"	-673		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.02.07"	-1000		"Мои деньги"	"Досуг"	""	"1."
"2025.02.07"	-50		"Мои деньги"	"Чаевые"	""	"Арена"
"2025.02.07"	-650		"Мои деньги"	"Досуг"	""	"Арена"
"2025.02.07"	-3840		"Мои деньги"	"Коммуналка"	""	"Электричество"
"2025.02.06"	-999		"Мои деньги"	"Связь и подписки"	""	"Yettel"
"2025.02.05"	-8847		"Мои деньги"	"Досуг"	""	"Поперечный стендап"
"2025.02.03"	-280		"Мои деньги"	"Связь и подписки"	""	"Альта банк"
"2025.02.02"	-1035		"Мои деньги"	"Досуг"	""	""
"2025.02.01"	-299		"Мои деньги"	"Досуг"	""	""
"2025.01.29"	-300		"Мои деньги"	"Чаевые"	""	"Арена"
"2025.01.29"	-1980		"Мои деньги"	"Досуг"	""	"Арена"
"2025.01.29"	-21468		"Мои деньги"	"Связь и подписки"	""	"Cursor"
"2025.01.28"	-11431		"Мои деньги"	"Подарки"	""	"Мама"
"2025.01.26"	-1030		"Мои деньги"	"Еда"	""	"Мак"
"2025.01.26"	-640		"Мои деньги"	"Здоровье"	""	"Янтарная кислота"
"2025.01.26"	-362		"Мои деньги"	"Транспорт"	""	""
"2025.01.26"	-495		"Мои деньги"	"Транспорт"	""	""
"2025.01.25"	-35158		"Мои деньги"	"Техника"	""	"Наушники Sony"
"2025.01.22"	-2887		"Мои деньги"	"Здоровье"	""	""
"2025.01.22"	-978		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.01.22"	-2500		"Мои деньги"	"Досуг"	""	""
"2025.01.22"	-2722		"Мои деньги"	"Красота"	""	""
"2025.01.22"	-3980		"Мои деньги"	"Коммуналка"	""	"Информатика"
"2025.01.22"	-5498		"Мои деньги"	"Коммуналка"	""	"Газ"
"2025.01.21"	-100		"Мои деньги"	"Чаевые"	""	"Jiggies"
"2025.01.21"	-885		"Мои деньги"	"Еда"	""	"Jiggies"
"2025.01.20"	-500		"Мои деньги"	"Чаевые"	""	"Барбер"
"2025.01.20"	-4000		"Мои деньги"	"Красота"	""	"Барбер"
"2025.01.18"	-4550		"Мои деньги"	"Досуг"	""	""
"2025.01.17"	-890		"Мои деньги"	"Продукты"	""	""
"2025.01.16"	-11023		"Мои деньги"	"Подарки"	""	"Др Ксюши Фоминой"
"2025.01.15"	-1700		"Мои деньги"	"Транспорт"	""	""
"2025.01.15"	-1066		"Мои деньги"	"Еда"	""	"Мак"
"2025.01.15"	-160		"Мои деньги"	"Еда"	""	"Бурек"
"2025.01.14"	-836		"Мои деньги"	"Транспорт"	""	"Такси"
"2025.01.14"	-500		"Мои деньги"	"Чаевые"	""	"Арена"
"2025.01.14"	-2691		"Мои деньги"	"Досуг"	""	"Арена"
"2025.01.12"	-545		"Мои деньги"	"Досуг"	""	""
"2025.01.11"	-750		"Мои деньги"	"Еда"	""	"Питер шаверма"
"2025.01.11"	-2256		"Мои деньги"	"Красота"	""	"Dm"
"2025.01.11"	-2100		"Мои деньги"	"Техника"	""	"Доплата за триммер babyliss"
"2025.01.10"	-4294		"Мои деньги"	"Коммуналка"	""	"Электричество"
"2025.01.10"	-2699		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2025.01.08"	-1000		"Мои деньги"	"Еда"	""	""
"2025.01.06"	-200		"Мои деньги"	"Чаевые"	""	"Код брке"
"2025.01.06"	-2500		"Мои деньги"	"Еда"	""	"Код брке"
"2025.01.06"	-1054		"Мои деньги"	"Связь и подписки"	""	"Етель"
"2025.01.05"	-300		"Мои деньги"	"Еда"	""	""
"2025.01.05"	-40		"Мои деньги"	"Чаевые"	""	"Loft"
"2025.01.05"	-555		"Мои деньги"	"Еда"	""	"Loft"
"2025.01.04"	-280		"Мои деньги"	"Коммуналка"	""	"Альта банк"
"2024.12.31"	-512		"Мои деньги"	"Досуг"	""	""
"2024.12.31"	-1354		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.12.29"	-495		"Мои деньги"	"Транспорт"	""	""
"2024.12.29"	-500		"Мои деньги"	"Чаевые"	""	"Такси"
"2024.12.29"	-1532		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.12.28"	-10643		"Мои деньги"	"Подарки"	""	"НГ мама"
"2024.12.27"	-500		"Мои деньги"	"Еда"	""	""
"2024.12.27"	-3590		"Мои деньги"	"Здоровье"	""	"Ферменты"
"2024.12.27"	-2380		"Мои деньги"	"Подарки"	""	"Вино"
"2024.12.27"	-2200		"Мои деньги"	"Подарки"	""	"Пиво"
"2024.12.27"	-25620		"Мои деньги"	"Техника"	""	"Тримеры для бороды и тела"
"2024.12.23"	-300		"Мои деньги"	"Чаевые"	""	"Барбер"
"2024.12.23"	-4000		"Мои деньги"	"Красота"	""	"Барбер"
"2024.12.21"	-891		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.12.21"	-1240		"Мои деньги"	"Еда"	""	""
"2024.12.21"	-9496		"Мои деньги"	"Одежда"	""	""
"2024.12.21"	-11219		"Мои деньги"	"Одежда"	""	""
"2024.12.21"	-10790		"Мои деньги"	"Одежда"	""	"Кроссовки"
"2024.12.21"	-4624		"Мои деньги"	"Красота"	""	"DM"
"2024.12.21"	-1532		"Мои деньги"	"🔞"	""	"Презервативы и смазка"
"2024.12.20"	-547		"Мои деньги"	"Связь и подписки"	""	"МТС"
"2024.12.17"	-9313		"Мои деньги"	"Коммуналка"	""	""
"2024.12.15"	-2122		"Мои деньги"	"Связь и подписки"	""	"Подписка Пьюр"
"2024.12.13"	-726		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.12.13"	-2300		"Мои деньги"	"Транспорт"	""	""
"2024.12.13"	-3100		"Мои деньги"	"Техника"	""	"Защитное стекло"
"2024.12.13"	-2999		"Мои деньги"	"Одежда"	""	"Тапочки"
"2024.12.13"	-701		"Мои деньги"	"Продукты"	""	""
"2024.12.13"	-830		"Мои деньги"	"Еда"	""	""
"2024.12.11"	-3349		"Мои деньги"	"Коммуналка"	""	"Электричество"
"2024.12.10"	-658		"Мои деньги"	"Связь и подписки"	""	"ВК знакомства"
"2024.12.06"	-2699		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.12.04"	-495		"Мои деньги"	"Транспорт"	""	""
"2024.12.04"	-497		"Мои деньги"	"Связь и подписки"	""	"Етель"
"2024.12.04"	-809		"Мои деньги"	"Здоровье"	""	"Лекарства от язвы"
"2024.12.04"	-495		"Мои деньги"	"Транспорт"	""	""
"2024.12.02"	-280		"Мои деньги"	"Коммуналка"	""	"Альта банк"
"2024.11.30"	-1000		"Мои деньги"	"Транспорт"	""	""
"2024.11.29"	-350		"Мои деньги"	"Чаевые"	""	"Барбер"
"2024.11.29"	-3000		"Мои деньги"	"Красота"	""	"Стрижка"
"2024.11.27"	-387		"Мои деньги"	"Транспорт"	""	""
"2024.11.27"	-160		"Мои деньги"	"Продукты"	""	""
"2024.11.27"	-1000		"Мои деньги"	"Еда"	""	""
"2024.11.27"	-311		"Мои деньги"	"Транспорт"	""	""
"2024.11.26"	-387		"Мои деньги"	"Транспорт"	""	""
"2024.11.26"	-311		"Мои деньги"	"Транспорт"	""	""
"2024.11.25"	-50		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.11.25"	-711		"Мои деньги"	"Еда"	""	"Арена"
"2024.11.23"	-20318		"Мои деньги"	"Одежда"	""	"Худи, спортивки, трусы, носки"
"2024.11.20"	-2203		"Мои деньги"	"Связь и подписки"	""	"Gpt"
"2024.11.20"	-550		"Мои деньги"	"Связь и подписки"	""	"МТС"
"2024.11.19"	-50		"Мои деньги"	"Чаевые"	""	"Такси"
"2024.11.19"	-50		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.11.19"	-668		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.11.19"	-900		"Мои деньги"	"Еда"	""	"Арена"
"2024.11.18"	-20566		"Мои деньги"	"Гос услуги"	""	"Перевод документов для военкомата"
"2024.11.18"	-3240		"Мои деньги"	"Коммуналка"	""	""
"2024.11.18"	-5431		"Мои деньги"	"Коммуналка"	""	""
"2024.11.18"	-901		"Мои деньги"	"Коммуналка"	""	""
"2024.11.18"	-390		"Мои деньги"	"Продукты"	""	""
"2024.11.16"	-419		"Мои деньги"	"Продукты"	""	""
"2024.11.16"	-12400		"Мои деньги"	"Здоровье"	""	"CBD"
"2024.11.15"	-2000		"Мои деньги"	"Транспорт"	""	""
"2024.11.15"	-16385		"Мои деньги"	"Досуг"	""	"Билеты Усович 04.10.25"
"2024.11.11"	-810		"Мои деньги"	"Досуг"	""	""
"2024.11.09"	-1402		"Мои деньги"	"Продукты"	""	""
"2024.11.08"	-900		"Мои деньги"	"Здоровье"	""	"Nexium"
"2024.11.08"	-4900		"Мои деньги"	"Здоровье"	""	"Гастро прием"
"2024.11.08"	-1078		"Мои деньги"	"Здоровье"	""	"Dm"
"2024.11.08"	-5990		"Мои деньги"	"Здоровье"	""	"CBD"
"2024.11.07"	-2157		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.11.06"	-110		"Мои деньги"	"Продукты"	""	""
"2024.11.06"	-707		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.11.05"	-50		"Мои деньги"	"Чаевые"	""	"Такси"
"2024.11.04"	-663		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.11.04"	-183		"Мои деньги"	"Досуг"	""	""
"2024.11.03"	-654		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.11.03"	-63		"Мои деньги"	"Продукты"	""	"Вода"
"2024.11.03"	-3000		"Мои деньги"	"Долги"	""	"Никита"
"2024.11.02"	-4420		"Мои деньги"	"Красота"	""	"Dm"
"2024.11.02"	-854		"Мои деньги"	"Продукты"	""	""
"2024.11.01"	-280		"Мои деньги"	"Связь и подписки"	""	"Альта"
"2024.11.01"	-495		"Мои деньги"	"Транспорт"	""	""
"2024.10.31"	-12886		"Мои деньги"	"Отпуск|путешествия"	""	"2 сеанса массажа"
"2024.10.31"	-5857		"Мои деньги"	"Отпуск|путешествия"	""	"Чаевые"
"2024.10.31"	-4686		"Мои деньги"	"Отпуск|путешествия"	""	"Сеанс массажа"
"2024.10.31"	-1171		"Мои деньги"	"Отпуск|путешествия"	""	"Бильярд"
"2024.10.27"	-2096		"Мои деньги"	"Отпуск|путешествия"	""	""
"2024.10.27"	-5823		"Мои деньги"	"Чаевые"	""	""
"2024.10.24"	-380		"Мои деньги"	"Продукты"	""	""
"2024.10.24"	-880		"Мои деньги"	"Досуг"	""	""
"2024.10.24"	-650		"Мои деньги"	"Еда"	""	""
"2024.10.24"	-495		"Мои деньги"	"Транспорт"	""	""
"2024.10.23"	-200		"Мои деньги"	"Чаевые"	""	""
"2024.10.23"	-1300		"Мои деньги"	"Досуг"	""	""
"2024.10.23"	-357		"Мои деньги"	"Отпуск|путешествия"	""	"Турция симка"
"2024.10.23"	-3490		"Мои деньги"	"Техника"	""	"Насадка для бритвы"
"2024.10.23"	-67		"Мои деньги"	"Продукты"	""	""
"2024.10.22"	-495		"Мои деньги"	"Транспорт"	""	""
"2024.10.22"	-500		"Мои деньги"	"Связь и подписки"	""	"Yettel"
"2024.10.22"	-1144		"Мои деньги"	"Еда"	""	""
"2024.10.22"	-495		"Мои деньги"	"Транспорт"	""	""
"2024.10.20"	-2000		"Мои деньги"	"Красота"	""	"Стрижка"
"2024.10.20"	-2151		"Мои деньги"	"Связь и подписки"	""	"GPT"
"2024.10.20"	-565		"Мои деньги"	"Связь и подписки"	""	"МТС"
"2024.10.18"	-1090		"Мои деньги"	"Еда"	""	""
"2024.10.16"	-50		"Мои деньги"	"Чаевые"	""	"Такси"
"2024.10.16"	-654		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.10.16"	-225		"Мои деньги"	"Досуг"	""	""
"2024.10.16"	-815		"Мои деньги"	"Еда"	""	""
"2024.10.15"	-1218		"Мои деньги"	"Еда"	""	""
"2024.10.15"	-960		"Мои деньги"	"Транспорт"	""	""
"2024.10.13"	-647		"Мои деньги"	"Транспорт"	""	""
"2024.10.13"	-450		"Мои деньги"	"Досуг"	""	""
"2024.10.13"	-16000		"Мои деньги"	"Коммуналка"	""	""
"2024.10.13"	-2500		"Мои деньги"	"Досуг"	""	""
"2024.10.11"	-9415		"Мои деньги"	"Техника"	""	"Чехлы для айфона и подсов"
"2024.10.09"	-400		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.10.09"	-1170		"Мои деньги"	"Досуг"	""	""
"2024.10.08"	-1300		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.10.08"	-4400		"Мои деньги"	"Здоровье"	""	""
"2024.10.08"	-100		"Мои деньги"	"Чаевые"	""	"Jigger"
"2024.10.08"	-1200		"Мои деньги"	"Еда"	""	""
"2024.10.08"	-20		"Мои деньги"	"Здоровье"	""	""
"2024.10.06"	-4900		"Мои деньги"	"Здоровье"	""	""
"2024.10.06"	-1295		"Мои деньги"	"Здоровье"	""	""
"2024.10.06"	-712		"Мои деньги"	"Транспорт"	""	""
"2024.10.06"	-650		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.10.06"	-450		"Мои деньги"	"Досуг"	""	""
"2024.10.06"	-1250		"Мои деньги"	"Досуг"	""	""
"2024.10.06"	-500		"Мои деньги"	"Связь и подписки"	""	"Yettel"
"2024.10.05"	-1020		"Мои деньги"	"Еда"	""	""
"2024.10.05"	-1125		"Мои деньги"	"Подарки"	""	"Ира др"
"2024.10.04"	-1750		"Мои деньги"	"Еда"	""	""
"2024.10.04"	-1010		"Мои деньги"	"Еда"	""	""
"2024.10.04"	-1100		"Мои деньги"	"Транспорт"	""	""
"2024.10.04"	-450		"Мои деньги"	"Досуг"	""	""
"2024.10.03"	-350		"Мои деньги"	"Еда"	""	""
"2024.10.03"	-400		"Мои деньги"	"Досуг"	""	""
"2024.10.02"	-350		"Мои деньги"	"Еда"	""	""
"2024.10.01"	-724		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.29"	-280		"Мои деньги"	"Досуг"	""	""
"2024.09.29"	-1500		"Мои деньги"	"Досуг"	""	""
"2024.09.29"	-1000		"Мои деньги"	"Еда"	""	""
"2024.09.29"	-710		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.29"	-8055		"Мои деньги"	"Связь и подписки"	""	"Накопившиеся расходы по российской карте"
"2024.09.29"	-3202		"Мои деньги"	"Подарки"	""	"Др мамы, массажер"
"2024.09.29"	-212113		"Мои деньги"	"Отпуск|путешествия"	""	"Турция тур"
"2024.09.27"	-1270		"Мои деньги"	"Еда"	""	""
"2024.09.27"	-1500		"Мои деньги"	"Связь и подписки"	""	""
"2024.09.27"	-906		"Мои деньги"	"Транспорт"	""	""
"2024.09.26"	-851		"Мои деньги"	"Продукты"	""	""
"2024.09.26"	-699		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.23"	-165		"Мои деньги"	"Продукты"	""	""
"2024.09.23"	-5830		"Мои деньги"	"Коммуналка"	""	""
"2024.09.21"	-430		"Мои деньги"	"Еда"	""	""
"2024.09.21"	-500		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.21"	-1600		"Мои деньги"	"Досуг"	""	""
"2024.09.21"	-3200		"Мои деньги"	"Еда"	""	""
"2024.09.21"	-1000		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.21"	-963		"Мои деньги"	"Транспорт"	""	""
"2024.09.20"	-480		"Мои деньги"	"Досуг"	""	""
"2024.09.20"	-3100		"Мои деньги"	"Коммуналка"	""	""
"2024.09.20"	-1000		"Мои деньги"	"Еда"	""	""
"2024.09.20"	-121		"Мои деньги"	"Здоровье"	""	""
"2024.09.20"	-712		"Мои деньги"	"Транспорт"	""	""
"2024.09.20"	-906		"Мои деньги"	"Транспорт"	""	""
"2024.09.19"	-80		"Мои деньги"	"Продукты"	""	""
"2024.09.17"	-4194		"Мои деньги"	"Еда"	""	""
"2024.09.17"	-989		"Мои деньги"	"Досуг"	""	""
"2024.09.16"	-813		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.16"	-1450		"Мои деньги"	"Досуг"	""	""
"2024.09.15"	-621		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.15"	-3215		"Мои деньги"	"Еда"	""	""
"2024.09.15"	-895		"Мои деньги"	"Продукты"	""	""
"2024.09.12"	-4600		"Мои деньги"	"Одежда"	""	"Куртка"
"2024.09.12"	-2700		"Мои деньги"	"Техника"	""	"Чехол"
"2024.09.12"	-8000		"Мои деньги"	"Техника"	""	""
"2024.09.12"	-550		"Мои деньги"	"Еда"	""	""
"2024.09.12"	-152100		"Мои деньги"	"Техника"	""	"Айфон"
"2024.09.09"	-681		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.09"	-80		"Мои деньги"	"Продукты"	""	""
"2024.09.09"	-490		"Мои деньги"	"Досуг"	""	""
"2024.09.09"	-1100		"Мои деньги"	"Транспорт"	""	""
"2024.09.07"	-909		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.07"	-1300		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.09.06"	-2700		"Мои деньги"	"Досуг"	""	"Арена"
"2024.09.06"	-500		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.09.06"	-1748		"Мои деньги"	"Досуг"	""	"Электронка"
"2024.09.06"	-1500		"Мои деньги"	"Связь и подписки"	""	""
"2024.09.05"	-1180		"Мои деньги"	"Еда"	""	"KFC"
"2024.09.05"	-906		"Мои деньги"	"Транспорт"	""	""
"2024.09.04"	-300		"Мои деньги"	"Досуг"	""	""
"2024.09.04"	-800		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.09.04"	-650		"Мои деньги"	"Еда"	""	""
"2024.09.02"	-675		"Мои деньги"	"Досуг"	""	""
"2024.09.02"	-730		"Мои деньги"	"Продукты"	""	""
"2024.08.30"	-902		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.08.30"	-2000		"Мои деньги"	"Досуг"	""	"Арена"
"2024.08.29"	-1340		"Мои деньги"	"Еда"	""	"KFC"
"2024.08.29"	-500		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.08.29"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.08.27"	-5040		"Мои деньги"	"Коммуналка"	""	"Электричество"
"2024.08.27"	-140		"Мои деньги"	"Продукты"	""	""
"2024.08.26"	-12000		"Мои деньги"	"Здоровье"	""	"Удаление зуба"
"2024.08.26"	-700		"Мои деньги"	"Еда"	""	""
"2024.08.26"	-4000		"Мои деньги"	"Досуг"	""	""
"2024.08.24"	-80		"Мои деньги"	"Продукты"	""	""
"2024.08.24"	-690		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.08.24"	-4300		"Мои деньги"	"Досуг"	""	"Арена"
"2024.08.22"	-5100		"Мои деньги"	"Техника"	""	"Триммер"
"2024.08.22"	-940		"Мои деньги"	"Досуг"	""	""
"2024.08.22"	-1260		"Мои деньги"	"Еда"	""	"KFC"
"2024.08.22"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.08.21"	-3750		"Мои деньги"	"Коммуналка"	""	""
"2024.08.21"	-455		"Мои деньги"	"Продукты"	""	""
"2024.08.19"	-2000		"Мои деньги"	"Досуг"	""	"Arena"
"2024.08.17"	-800		"Мои деньги"	"Досуг"	""	""
"2024.08.17"	-322		"Мои деньги"	"Досуг"	""	""
