"Дата"	"Сумма"	"Валюта"	"Счет"	"Статья"	"Группа статей"	"Комментарий"
"2024.08.17"	-145		"Мои деньги"	"Продукты"	""	""
"2024.08.17"	-2070		"Мои деньги"	"Еда"	""	""
"2024.08.17"	-3510		"Мои деньги"	"Досуг"	""	""
"2024.08.16"	-435		"Мои деньги"	"Продукты"	""	""
"2024.08.15"	-1050		"Мои деньги"	"Еда"	""	"KFC"
"2024.08.15"	-340		"Мои деньги"	"Еда"	""	""
"2024.08.15"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.08.15"	-230		"Мои деньги"	"Досуг"	""	""
"2024.08.14"	-1500		"Мои деньги"	"Досуг"	""	"Арена"
"2024.08.12"	-180		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.08.12"	-855		"Мои деньги"	"Досуг"	""	"Арена"
"2024.08.11"	-1384		"Мои деньги"	"Досуг"	""	"RP"
"2024.08.10"	-825		"Мои деньги"	"Транспорт"	""	""
"2024.08.09"	-1150		"Мои деньги"	"Еда"	""	"KFC"
"2024.08.09"	-1950		"Мои деньги"	"Дом"	""	"Полотенце"
"2024.08.09"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.08.08"	-628		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.08.08"	-950		"Мои деньги"	"Еда"	""	"KFC"
"2024.08.08"	-360		"Мои деньги"	"Досуг"	""	""
"2024.08.08"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.08.07"	-1500		"Мои деньги"	"Связь и подписки"	""	""
"2024.08.07"	-1900		"Мои деньги"	"Красота"	""	"DM"
"2024.08.07"	-100		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.08.07"	-1450		"Мои деньги"	"Досуг"	""	"Арена"
"2024.08.06"	-4800		"Мои деньги"	"Техника"	""	"Триммер и батарейки"
"2024.08.06"	-2388		"Мои деньги"	"Красота"	""	"DM"
"2024.08.06"	-1750		"Мои деньги"	"Досуг"	""	"Электронка"
"2024.08.06"	-100		"Мои деньги"	"Чаевые"	""	"Стрижка"
"2024.08.06"	-1500		"Мои деньги"	"Красота"	""	"Стрижка"
"2024.08.05"	-12000		"Мои деньги"	"Здоровье"	""	"Ударение зуба"
"2024.08.03"	-680		"Мои деньги"	"Досуг"	""	""
"2024.08.03"	-500		"Мои деньги"	"Досуг"	""	"Пиво"
"2024.08.03"	-2370		"Мои деньги"	"Досуг"	""	"Боулинг"
"2024.08.02"	-780		"Мои деньги"	"Досуг"	""	""
"2024.08.02"	-1260		"Мои деньги"	"Еда"	""	"KFC"
"2024.08.02"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.08.01"	-280		"Мои деньги"	"Коммуналка"	""	"Альта"
"2024.07.31"	-22000		"Мои деньги"	"Здоровье"	""	"Отбеливание"
"2024.07.31"	-126		"Мои деньги"	"Продукты"	""	""
"2024.07.31"	-870		"Мои деньги"	"Еда"	""	"Мак"
"2024.07.30"	-4078		"Мои деньги"	"Здоровье"	""	"Зубной гель и паста от прыщей"
"2024.07.27"	-713		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.07.27"	-60		"Мои деньги"	"Продукты"	""	""
"2024.07.27"	-192		"Мои деньги"	"Продукты"	""	""
"2024.07.27"	-1200		"Мои деньги"	"Еда"	""	"Мак"
"2024.07.27"	-2500		"Мои деньги"	"Досуг"	""	"Бильярд"
"2024.07.25"	-4500		"Мои деньги"	"Здоровье"	""	"Лечение кариеса"
"2024.07.25"	-1245		"Мои деньги"	"Досуг"	""	""
"2024.07.25"	-2374		"Мои деньги"	"Коммуналка"	""	"Электричество"
"2024.07.24"	-9000		"Мои деньги"	"Здоровье"	""	"Лечение 2 кариесов"
"2024.07.24"	-1010		"Мои деньги"	"Еда"	""	"Мак"
"2024.07.23"	-827		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.07.23"	-250		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.07.23"	-1458		"Мои деньги"	"Досуг"	""	"Арена"
"2024.07.21"	-683		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.07.20"	-170		"Мои деньги"	"Еда"	""	"Кофе"
"2024.07.20"	-350		"Мои деньги"	"Еда"	""	"Огниште"
"2024.07.20"	-750		"Мои деньги"	"Досуг"	""	"Бильярд"
"2024.07.20"	-212		"Мои деньги"	"Продукты"	""	"Вода"
"2024.07.20"	-2300		"Мои деньги"	"Здоровье"	""	"Рентген челюсти"
"2024.07.20"	-55		"Мои деньги"	"Продукты"	""	"Вода"
"2024.07.20"	-333		"Мои деньги"	"Здоровье"	""	"Лоперамид"
"2024.07.19"	-998		"Мои деньги"	"Досуг"	""	""
"2024.07.19"	-850		"Мои деньги"	"Коммуналка"	""	"Газ"
"2024.07.19"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.07.17"	-960		"Мои деньги"	"Досуг"	""	""
"2024.07.17"	-850		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.07.17"	-90		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.07.17"	-900		"Мои деньги"	"Еда"	""	"Арена"
"2024.07.17"	-29250		"Мои деньги"	"Техника"	""	"AirPods"
"2024.07.17"	-7500		"Мои деньги"	"Здоровье"	""	"Чистка зубов"
"2024.07.16"	-1000		"Мои деньги"	"Еда"	""	"KFC"
"2024.07.16"	-510		"Мои деньги"	"Еда"	""	"Мак"
"2024.07.16"	-1020		"Мои деньги"	"Транспорт"	""	""
"2024.07.15"	-700		"Мои деньги"	"Досуг"	""	""
"2024.07.14"	-835		"Мои деньги"	"Досуг"	""	""
"2024.07.14"	-3100		"Мои деньги"	"Коммуналка"	""	"Информатика"
"2024.07.13"	-60		"Мои деньги"	"Еда"	""	""
"2024.07.13"	-200		"Мои деньги"	"Чаевые"	""	"Код брке"
"2024.07.13"	-2450		"Мои деньги"	"Еда"	""	"Код брке"
"2024.07.12"	-711		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.07.12"	-80		"Мои деньги"	"Чаевые"	""	"Такси"
"2024.07.12"	-845		"Мои деньги"	"Досуг"	""	""
"2024.07.12"	-200		"Мои деньги"	"Досуг"	""	""
"2024.07.12"	-1000		"Мои деньги"	"Связь и подписки"	""	""
"2024.07.12"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.07.10"	-675		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.07.10"	-450		"Мои деньги"	"Досуг"	""	""
"2024.07.10"	-200		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.07.10"	-1020		"Мои деньги"	"Досуг"	""	"Арена"
"2024.07.07"	-500		"Мои деньги"	"Связь и подписки"	""	""
"2024.07.07"	-6500		"Мои деньги"	"Подарки"	""	""
"2024.07.07"	-339		"Мои деньги"	"Досуг"	""	""
"2024.07.07"	-649		"Мои деньги"	"Дом"	""	"Отбеливатель"
"2024.07.07"	-200		"Мои деньги"	"Чаевые"	""	"Код брке"
"2024.07.07"	-1600		"Мои деньги"	"Еда"	""	"Код брке"
"2024.07.05"	-585		"Мои деньги"	"Досуг"	""	""
"2024.07.05"	-1300		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.07.05"	-160		"Мои деньги"	"Еда"	""	""
"2024.07.05"	-824		"Мои деньги"	"Еда"	""	"Поке"
"2024.07.05"	-427		"Мои деньги"	"Здоровье"	""	"Диклофенак"
"2024.07.05"	-430		"Мои деньги"	"Еда"	""	"Мак"
"2024.07.04"	-820		"Мои деньги"	"Еда"	""	"Поке"
"2024.07.04"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.07.03"	-840		"Мои деньги"	"Досуг"	""	""
"2024.07.01"	-200		"Мои деньги"	"Чаевые"	""	"Arena"
"2024.07.01"	-1089		"Мои деньги"	"Досуг"	""	"Arena"
"2024.07.01"	-280		"Мои деньги"	"Коммуналка"	""	"Альта"
"2024.06.29"	-999		"Мои деньги"	"Подарки"	""	"Бокалы"
"2024.06.29"	-200		"Мои деньги"	"Чаевые"	""	"Стрижка"
"2024.06.29"	-1800		"Мои деньги"	"Красота"	""	"Стрижка"
"2024.06.29"	-50		"Мои деньги"	"Чаевые"	""	"Код брке"
"2024.06.29"	-1300		"Мои деньги"	"Еда"	""	"Код брке"
"2024.06.28"	-550		"Мои деньги"	"Еда"	""	""
"2024.06.27"	-692		"Мои деньги"	"Еда"	""	""
"2024.06.27"	-4000		"Мои деньги"	"Транспорт"	""	"Нови сад"
"2024.06.27"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.06.26"	-600		"Мои деньги"	"Досуг"	""	""
"2024.06.26"	-300		"Мои деньги"	"Здоровье"	""	""
"2024.06.26"	-740		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.06.26"	-1260		"Мои деньги"	"Досуг"	""	"Арена"
"2024.06.26"	-900		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.06.25"	-950		"Мои деньги"	"Досуг"	""	""
"2024.06.24"	-2000		"Мои деньги"	"Досуг"	""	"Арена"
"2024.06.24"	-670		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.06.24"	-600		"Мои деньги"	"Досуг"	""	"Никите"
"2024.06.24"	-100		"Мои деньги"	"Чаевые"	""	"Арена"
"2024.06.23"	-808		"Мои деньги"	"Досуг"	""	""
"2024.06.21"	-1297		"Мои деньги"	"Еда"	""	"KFC"
"2024.06.21"	-836		"Мои деньги"	"Досуг"	""	""
"2024.06.21"	-678		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.06.21"	-600		"Мои деньги"	"Еда"	""	""
"2024.06.21"	-160		"Мои деньги"	"Продукты"	""	""
"2024.06.21"	-700		"Мои деньги"	"Связь и подписки"	""	""
"2024.06.21"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.06.20"	-680		"Мои деньги"	"Досуг"	""	""
"2024.06.20"	-1000		"Мои деньги"	"Еда"	""	"KFC"
"2024.06.20"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.06.19"	-580		"Мои деньги"	"Еда"	""	"Китайская"
"2024.06.19"	-3096		"Мои деньги"	"Коммуналка"	""	"Информатика"
"2024.06.17"	-30		"Мои деньги"	"Чаевые"	""	"Arena pub"
"2024.06.17"	-459		"Мои деньги"	"Еда"	""	"Arena pub"
"2024.06.17"	-15520		"Мои деньги"	"Здоровье"	""	"Витамины"
"2024.06.17"	-1291		"Мои деньги"	"Коммуналка"	""	"Газ"
"2024.06.15"	-2507		"Мои деньги"	"Коммуналка"	""	"Электричество"
"2024.06.15"	-935		"Мои деньги"	"Продукты"	""	""
"2024.06.14"	-600		"Мои деньги"	"Еда"	""	"Огниште"
"2024.06.14"	-699		"Мои деньги"	"Здоровье"	""	"Пробиотик"
"2024.06.13"	-333		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.06.13"	-930		"Мои деньги"	"Еда"	""	"KFC"
"2024.06.13"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.06.10"	-20		"Мои деньги"	"Чаевые"	""	"Arena pub"
"2024.06.10"	-261		"Мои деньги"	"Досуг"	""	""
"2024.06.10"	-160		"Мои деньги"	"Еда"	""	"Вода"
"2024.06.10"	-850		"Мои деньги"	"Еда"	""	"KFC"
"2024.06.10"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.06.08"	-2455		"Мои деньги"	"Еда"	""	"KFC"
"2024.06.08"	-775		"Мои деньги"	"Досуг"	""	""
"2024.06.08"	-686		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.06.07"	-240		"Мои деньги"	"Еда"	""	"Чипсы"
"2024.06.07"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.06.05"	-1300		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.06.04"	-280		"Мои деньги"	"Коммуналка"	""	"Альта"
"2024.06.03"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.06.01"	-738		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.06.01"	-727		"Мои деньги"	"Досуг"	""	""
"2024.06.01"	-1560		"Мои деньги"	"Досуг"	""	""
"2024.06.01"	-11896		"Мои деньги"	"Одежда"	""	""
"2024.06.01"	-999		"Мои деньги"	"Красота"	""	""
"2024.06.01"	-25411		"Мои деньги"	"Одежда"	""	""
"2024.05.31"	-959		"Мои деньги"	"Досуг"	""	""
"2024.05.30"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.05.27"	-885		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.05.25"	-500		"Мои деньги"	"Чаевые"	""	"Стрижка"
"2024.05.25"	-1500		"Мои деньги"	"Красота"	""	"Стрижка"
"2024.05.25"	-300		"Мои деньги"	"Чаевые"	""	"Arena"
"2024.05.25"	-2268		"Мои деньги"	"Досуг"	""	"Arena"
"2024.05.25"	-1785		"Мои деньги"	"Красота"	""	"DM"
"2024.05.25"	-290		"Мои деньги"	"Здоровье"	""	""
"2024.05.24"	-350		"Мои деньги"	"Еда"	""	""
"2024.05.24"	-1282		"Мои деньги"	"Коммуналка"	""	"Газ"
"2024.05.23"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.05.22"	-2684		"Мои деньги"	"Коммуналка"	""	""
"2024.05.22"	-950		"Мои деньги"	"Продукты"	""	""
"2024.05.22"	-700		"Мои деньги"	"Связь и подписки"	""	""
"2024.05.22"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.05.19"	-1672		"Мои деньги"	"Досуг"	""	""
"2024.05.19"	-685		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.05.19"	-262		"Мои деньги"	"Здоровье"	""	"Антисептик"
"2024.05.18"	-350		"Мои деньги"	"Еда"	""	""
"2024.05.17"	-1267		"Мои деньги"	"Еда"	""	""
"2024.05.17"	-747		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.05.17"	-750		"Мои деньги"	"Досуг"	""	"Пиво"
"2024.05.17"	-12019		"Мои деньги"	"Подарки"	""	"Фен"
"2024.05.17"	-22918		"Мои деньги"	"Одежда"	""	"Кроссовки"
"2024.05.16"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.05.14"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.05.12"	-2000		"Мои деньги"	"Транспорт"	""	"Визаран"
"2024.05.12"	-1680		"Мои деньги"	"Досуг"	""	"KFC"
"2024.05.10"	-2457		"Мои деньги"	"Досуг"	""	"Arena"
"2024.05.10"	-2000		"Мои деньги"	"Чаевые"	""	"Стендап"
"2024.05.10"	-615		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.05.10"	-300		"Мои деньги"	"Чаевые"	""	"Arena"
"2024.05.10"	-108		"Мои деньги"	"Продукты"	""	""
"2024.05.09"	-200		"Мои деньги"	"Досуг"	""	""
"2024.05.08"	-500		"Мои деньги"	"Досуг"	""	""
"2024.05.08"	-5018		"Мои деньги"	"Коммуналка"	""	"Газ"
"2024.05.08"	-2895		"Мои деньги"	"Красота"	""	"DM"
"2024.05.06"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.05.05"	-1300		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.05.03"	-7050		"Мои деньги"	"Здоровье"	""	"Прием уролог"
"2024.05.03"	-1200		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.05.03"	-500		"Мои деньги"	"Чаевые"	""	"Arena pub"
"2024.05.03"	-2673		"Мои деньги"	"Досуг"	""	"Arena pub"
"2024.05.03"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.04.27"	-200		"Мои деньги"	"Чаевые"	""	"Стрижка"
"2024.04.27"	-1500		"Мои деньги"	"Красота"	""	"Стрижка"
"2024.04.27"	-80		"Мои деньги"	"Чаевые"	""	"Arena pub"
"2024.04.27"	-1269		"Мои деньги"	"Досуг"	""	"Arena pub"
"2024.04.26"	-3000		"Мои деньги"	"Досуг"	""	""
"2024.04.26"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.04.25"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.04.23"	-1742		"Мои деньги"	"Коммуналка"	""	"Электричество"
"2024.04.23"	-37500		"Мои деньги"	"Одежда"	""	"Очки"
"2024.04.23"	-1750		"Мои деньги"	"Досуг"	""	""
"2024.04.20"	-432		"Мои деньги"	"Продукты"	""	""
"2024.04.19"	-1750		"Мои деньги"	"Досуг"	""	""
"2024.04.18"	-880		"Мои деньги"	"Досуг"	""	""
"2024.04.17"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.04.16"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.04.16"	-350		"Мои деньги"	"Здоровье"	""	"Бруфен"
"2024.04.14"	-600		"Мои деньги"	"Досуг"	""	""
"2024.04.14"	-1530		"Мои деньги"	"Досуг"	""	""
"2024.04.14"	-2000		"Мои деньги"	"Транспорт"	""	""
"2024.04.13"	-3453		"Мои деньги"	"Досуг"	""	""
"2024.04.13"	-1000		"Мои деньги"	"Чаевые"	""	"Arena pub"
"2024.04.12"	-1000		"Мои деньги"	"Связь и подписки"	""	""
"2024.04.12"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.04.11"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.04.09"	-1300		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.04.07"	-2798		"Мои деньги"	"Досуг"	""	"Дудки"
"2024.04.07"	-3035		"Мои деньги"	"Красота"	""	"DM"
"2024.04.07"	-1070		"Мои деньги"	"Еда"	""	""
"2024.04.05"	-4323		"Мои деньги"	"Досуг"	""	"Arena pub Андрей"
"2024.04.03"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.04.01"	-24027		"Мои деньги"	"Дом"	""	"Стол"
"2024.04.01"	-280		"Мои деньги"	"Коммуналка"	""	"Alta bank"
"2024.04.01"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.31"	-1171		"Мои деньги"	"Досуг"	""	"RIOT"
"2024.03.30"	-200		"Мои деньги"	"Чаевые"	""	"Arena pub"
"2024.03.30"	-2312		"Мои деньги"	"Досуг"	""	"Arena pub"
"2024.03.30"	-663		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.03.29"	-1370		"Мои деньги"	"Еда"	""	"Мак"
"2024.03.29"	-665		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.03.29"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.28"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.27"	-5900		"Мои деньги"	"Коммуналка"	""	"Электричество"
"2024.03.27"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.23"	-500		"Мои деньги"	"Связь и подписки"	""	""
"2024.03.23"	-2500		"Мои деньги"	"Досуг"	""	"Виски Jameson 0,7"
"2024.03.23"	-717		"Мои деньги"	"Продукты"	""	""
"2024.03.20"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.19"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.18"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.17"	-1330		"Мои деньги"	"Еда"	""	"KFC"
"2024.03.17"	-6470		"Мои деньги"	"Коммуналка"	""	"Газ"
"2024.03.17"	-170		"Мои деньги"	"Еда"	""	"Donut минералка"
"2024.03.16"	-2760		"Мои деньги"	"Досуг"	""	"ArenaPub"
"2024.03.16"	-920		"Мои деньги"	"Транспорт"	""	"Такси"
"2024.03.15"	-1120		"Мои деньги"	"Еда"	""	""
"2024.03.15"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.14"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.03.13"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.12"	-1300		"Мои деньги"	"Коммуналка"	""	"Интернет"
"2024.03.12"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.11"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.07"	-1265		"Мои деньги"	"Еда"	""	""
"2024.03.07"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.06"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.05"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.04"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.03.02"	-1700		"Мои деньги"	"Красота"	""	"Стрижка"
"2024.03.02"	-47580		"Мои деньги"	"Здоровье"	""	"Витамины"
"2024.03.01"	-834		"Мои деньги"	"Еда"	""	""
"2024.03.01"	-1635		"Мои деньги"	"Подарки"	""	"Конфеты"
"2024.03.01"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.29"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.28"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.27"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.26"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.26"	-2500		"Мои деньги"	"Связь и подписки"	""	"Транспорт Белграда"
"2024.02.22"	-3110		"Мои деньги"	"Продукты"	""	""
"2024.02.22"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.21"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.20"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.19"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.18"	-2000		"Мои деньги"	"Транспорт"	""	"Визаран"
"2024.02.13"	-6000		"Мои деньги"	"Здоровье"	""	"Операция"
"2024.02.13"	-430		"Мои деньги"	"Транспорт"	""	""
"2024.02.12"	-1710		"Мои деньги"	"Еда"	""	"Мак"
"2024.02.12"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.11"	-770		"Мои деньги"	"Красота"	""	"Крем для депиляции"
"2024.02.09"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.08"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.07"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.07"	-2000		"Мои деньги"	"Транспорт"	""	"NS Smart"
"2024.02.06"	-4900		"Мои деньги"	"Здоровье"	""	"Прием уролога"
"2024.02.06"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.05"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.04"	-500		"Мои деньги"	"Одежда"	""	"Носки три пары"
"2024.02.04"	-6160		"Мои деньги"	"Техника"	""	"Чехол IPhone
Зарядка USB
Зарядка Type-C
Провод Type-C — Lightning"
"2024.02.03"	-850		"Мои деньги"	"Дом"	""	"Наволочка"
"2024.02.03"	-675		"Мои деньги"	"Одежда"	""	"Зонтик"
"2024.02.03"	-2483		"Мои деньги"	"Красота"	""	"Крем для рук
Пилки для ногтей 
Пенка для лица
Дезодорант"
"2024.02.03"	-769		"Мои деньги"	"Здоровье"	""	"Пробиотик"
"2024.02.02"	-5300		"Мои деньги"	"Здоровье"	""	"Анализы"
"2024.02.02"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.02.01"	-2400		"Мои деньги"	"Здоровье"	""	"Спермограмма"
"2024.02.01"	-962		"Мои деньги"	"Транспорт"	""	""
"2024.01.31"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.30"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.29"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.27"	-1875		"Мои деньги"	"Транспорт"	""	"NS Smart"
"2024.01.27"	-9360		"Мои деньги"	"Одежда"	""	"Рюкзак"
"2024.01.27"	-70		"Мои деньги"	"Транспорт"	""	""
"2024.01.26"	-65		"Мои деньги"	"Транспорт"	""	""
"2024.01.26"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.26"	-70		"Мои деньги"	"Транспорт"	""	""
"2024.01.25"	-70		"Мои деньги"	"Транспорт"	""	""
"2024.01.25"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.24"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.23"	-7050		"Мои деньги"	"Здоровье"	""	"Осмотр уролога с УЗИ"
"2024.01.23"	-65		"Мои деньги"	"Транспорт"	""	""
"2024.01.23"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.22"	-845		"Мои деньги"	"Транспорт"	""	""
"2024.01.22"	-60		"Мои деньги"	"Транспорт"	""	""
"2024.01.21"	-4500		"Мои деньги"	"Дом"	""	"Подушка Dormeo"
"2024.01.21"	-9980		"Мои деньги"	"Одежда"	""	"Ботинки и носки Nike"
"2024.01.21"	-70		"Мои деньги"	"Транспорт"	""	""
"2024.01.20"	-2000		"Мои деньги"	"Транспорт"	""	""
"2024.01.20"	-1500		"Мои деньги"	"Красота"	""	"Стрижка"
"2024.01.19"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.19"	-70		"Мои деньги"	"Транспорт"	""	""
"2024.01.18"	-70		"Мои деньги"	"Транспорт"	""	""
"2024.01.18"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.17"	-65		"Мои деньги"	"Транспорт"	""	""
"2024.01.17"	-780		"Мои деньги"	"Транспорт"	""	""
"2024.01.16"	-770		"Мои деньги"	"Транспорт"	""	""
"2024.01.16"	-373		"Мои деньги"	"Транспорт"	""	""
"2024.01.16"	-65		"Мои деньги"	"Транспорт"	""	""
"2024.01.15"	-920		"Мои деньги"	"Транспорт"	""	"Суммарно за день"
"2024.01.12"	-1280		"Мои деньги"	"Транспорт"	""	"Суммарно за день"
"2024.01.11"	-2200		"Мои деньги"	"Транспорт"	""	"Транспорт Белград на месяц"
"2024.01.11"	-1100		"Мои деньги"	"Транспорт"	""	"Суммарно за день"
"2024.01.10"	-1210		"Мои деньги"	"Транспорт"	""	"Суммарно за день"